Book Name,Author,Description,Rating,Number of Reviews,Price,Rank,Genre,Listening Time (minutes)
The Testaments,Margaret Atwood,Winner of the Booker Prize 2019 The British Book Awards Audiobook of the Year 2020,4.6,10626.5,1093.0,1,Science Fiction (Books),798.0
Meri Priya Kahaniyan [My Favorite Stories],Amrita Pritam,"Meri Priya Kahaniyaan contains the favourite stories by the fierce and celebrated poet Amrita Pritam, selected by her. Amrita Pritam, the first female Punjabi poet, novelist, and essayist, and the leading voice of 20th-century Indian literature, was awarded Jnanpith in the year 1982. She authored more than a hundred compositions and has left a special mark in the stories, just like her poems, which are about female sexuality, self-realisation and the pain of loss at a time when women mostly wrote on conservative themes. ",4.4,167.0,501.0,176,Short Stories (Books),293.0
My Seditious Heart,Arundhati Roy,"Penguin presents the audiobook edition of My Seditious Heart, written by Arundhati Roy, read by Tania Rodrigues.",4.5,104.0,1025.0,189,Globalisation,2176.0
Best Indian Tales and Stories for Kids,div.,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",-1.0,267.25,187.0,1,"Fairy Tales, Folk Tales & Myths for Children",27.0
"Money, and the Law of Attraction: Learning to Attract Wealth, Health, and Happiness",Esther Hicks,"As Abraham says: ""There is enough for everyone. The key is for each of you is to see it and want it - and then you will attract it. Know that you have the power to bring into your life whatever you desire. Affirm that money flows to you easily and that you have an unlimited supply of abundance and prosperity"".",4.75,106.5,702.0,1,New Thought Spirituality,447.0
Namak Swadanusar,Nikhil Sachan,"A collection of tales ranging from childhood fantasies to exploring the darkness of human existence, tales that will make you nostalgic, that will tell your story, that will shock you and those that will take you to your favorite places. Guiding these tales are a motley group of characters ranging from a side hero who daydreams about Mithun and Bacchan to kids who believe in the reality of Nagraj, Ajooba and Super Commando Dhruv. Namak Swadanusar, as the name suggests, will add salt to your plate and increase the taste of your literary collection.",3.7,284.0,501.0,1,"Crime, Thriller & Mystery (Books)",268.0
The Rig Veda,Anonymous,"Often appearing as Ṛgveda, the oldest of the four sacred books linked to Hinduism, it was composed in an ancient form of Sanskrit about 1500 BCE. The Rig Veda (Sanskrit: The Knowledge of Verses) was preserved in secrecy by ancient clans, initially orally, before it was written down about 300 BCE. ",4.1,54.0,2088.0,311,duism (Books),2482.0
"The DevOps Handbook: How to Create World-Class Agility, Reliability, and Security in Technology Organizations",Gene Kim,"Increase profitability, elevate work culture, and exceed productivity goals through DevOps practices. ",4.6,743.0,836.0,377,Textbooks & Study Guides,775.0
"The Art of Startup Fundraising: Pitching Investors, Negotiating the Deal, and Everything Else Entrepreneurs Need to Know",Alejandro Cremades,"Startup money is moving online, and this guide shows you how it works. ",4.4,92.5,668.0,1,Microeconomics (Books),384.0
Deep Work: Retrouver la concentration dans un monde de distractions,Cal Newport,"La capacité qui revêt le plus de valeur dans notre économie se fait de plus en plus rare. Celui qui la développe se donne les moyens d'accomplir de grandes choses. Le travail en profondeur, ou deep work, désigne une activité professionnelle menée dans un état de concentration absolue qui pousse nos capacités cognitives jusqu'à leurs limites. Ces efforts créent de la valeur, affinent nos compétences et sont difficiles à reproduire. En d'autres termes, le travail en profondeur est comme un superpouvoir dans notre économie toujours plus concurrentielle.",4.5,38.0,641.0,-1,",Standard French",491.0
The Book You Wish Your Parents Had Read (and Your Children Will Be Glad That You Did),Philippa Perry,Brought to you by Penguin.,4.6,1401.5,888.0,231,Fatherhood,502.0
Secrets to Winning at Office Politics: How to Achieve Your Goals and Increase Your Influence at Work,Marie G. McIntyre PhD,"Get ahead, Gain influence, Get what you want",4.4,186.0,586.0,1,Analysis & Strategy,550.0
A Dance with Dragons: Book 5 of A Song of Ice and Fire,George R. R. Martin,"The complete, unabridged audiobook of A Dance with Dragons. ",4.4,10355.0,18149.0,1,Action & Adventure Fiction,2933.0
Radical Candor: How to Get What You Want by Saying What You Mean,Kim Scott,"The old adage is ingrained in us that if you don't have anything nice to say then don't say anything at all. While this advice may work for home life, as Kim Scott has seen firsthand, it is a disaster when adopted by managers in the workplace. ",4.6,1198.0,323.0,547,Leadership,563.0
"The Titan's Curse: Percy Jackson, Book 3",Rick Riordan,"The third fantasy adventure in the Percy Jackson series is now available to download, complete and unabridged, on audio.",4.7,3221.5,888.0,1,Action & Adventure Fantasy for Children,528.0
The Secret: Teachers Recorded Live,Bob Proctor," Now you can take lessons learned from The Secret to the next level with hours of practical information recorded at sold-out seminars. Experience what thousands have described as the ""event of a lifetime"" in the comfort of your home, car, or anywhere you go, listening over and over. Share The Secret with your family, friends, and colleagues. This astonishing program includes all the resources you will ever need to understand and live The Secret. Now you will know and hear The Secret. And it could change your life forever.",-1.0,267.25,1054.0,1,Personal Development & Self-Help,330.0
"Sell: The Art, the Science, the Witchcraft",Subroto Bagchi,"‘Everyone is a salesperson by some measure and selling is not a pushy, winner-take-all, macho act. It is an empathy-led, process-driven, knowledge-intensive discipline.’ ",4.2,60.0,501.0,869,Analysis & Strategy,291.0
Train to Pakistan,Khushwant Singh,"Mano Majra is a place, Khushwant Singh tells us at the beginning of this classic novel, where Sikhs and Muslims have lived together in peace for hundreds of years. Then one day, at the end of the summer, the ""ghost train"" arrives, a silent, incredible funeral train loaded with the bodies of thousands of refuges, bringing the village its first taste of the horrors of the civil war. Train to Pakistan is the story of this isolated village that is plunged into the abyss of religious hate. It is also the story of a Sikh boy and a Muslim girl whose love endures and transcends the ravages of war.",4.4,1368.5,754.0,295,Historical Fiction (Books),386.0
The Code of the Extraordinary Mind by Vishen Lakhiani - Book Summary,Dean Bokhari,Book summary of The Code of The Extraordinary Mind by Vishen Lakhiani.,-1.0,267.25,117.0,732,Personal Development & Self-Help,37.0
A Prisoner of Birth,Jeffrey Archer,You heard it here first: The unabridged edition of A Prisoner of Birth is only available as a download.,4.6,2282.0,323.0,1,"Crime, Thriller & Mystery (Books)",982.0
You Are the Guru: 6 Messages to Help You Move Through Difficult Times with Certainty and Faith,Gabrielle Bernstein,You Are the Guru: 6 Messages to Move You Through Difficult Times with Certainty and Faith,-1.0,267.25,836.0,425,Personal Development & Self-Help,212.0
"You're a Miracle (and a Pain in the Ass): Embracing the Emotions, Habits, and Mystery That Make You You",Mike McHargue,"""Holding brain science in one hand and rich emotional presence in the other, this book feels timely and necessary."" (Shauna Niequist, New York Times best-selling author of Present Over Perfect)",4.8,99.5,754.0,971,Personal Success,353.0
"The Son of Neptune: The Heroes of Olympus, Book 2",Rick Riordan,"Penguin presents, this downloadable, unabridged audiobook edition of the second title in this number one, bestselling spin-off series from Percy Jackson creator, Rick Riordan. This crazy messed up world of gods and monsters is Percy Jackson's reality, which pretty much sucks for him. Percy Jackson, son of Poseidon, God of the Sea, has woken from a very deep sleep and come face to face with two snake-haired ladies who refuse to die.",4.7,3464.5,888.0,-1,",            5 star,          ,            ,              79%,            ,",808.0
Normal People,Sally Rooney,Winner of the Specsavers International Author of the Year 2018 Winner of the Costa Best Novel Award 2018,4.3,7411.0,645.0,1,Contemporary Fiction (Books),456.0
Inside Chanakya's Mind: Aanvikshiki and the Art of Thinking,Radhakrishnan Pillai,The definitive new book from India’s number one business writer,4.3,93.0,703.0,1,Literature & Fiction (Books),357.0
How the Onion Got Its Layers,Sudha Murty,Have you noticed how the onion has so many layers? And have you seen your mother's eyes water when she cuts an onion? Here is a remarkable story to tell you why.,4.2,41.0,200.0,701,Fantasy & Magic for Children,11.0
La pizza: Change ma vie 25,Clotilde Dusoulier,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",3.4,126.0,0.0,40,Personal Success,7.0
Six of Crows,Leigh Bardugo,Ketterdam: a bustling hub of international trade where anything can be had for the right price - and no one knows that better than criminal prodigy Kaz Brekker. Kaz is offered a chance at a deadly heist that could make him rich beyond his wildest dreams. But he can't pull it off alone. ,4.6,2777.5,1003.0,336,Thrillers & Suspense for Teens,904.0
A Tale of Two Cities,Charles Dickens,"After eighteen years as a political prisoner in the Bastille, the ageing Doctor Manette is finally released and reunited with his daughter in England. There the lives of two very different men, Charles Darnay, an exiled French aristocrat, and Sydney Carton, a disreputable but brilliant English lawyer, become enmeshed through their love for Lucie Manette. From the tranquil roads of London, they are drawn against their will to the vengeful, bloodstained streets of Paris at the height of the Reign of Terror, and they soon fall under the lethal shadow of La Guillotine.",4.2,7155.5,32.0,667,Historical Fiction (Books),806.0
Options Trading: The Bible: 5 Books in 1: The Beginners Guide + The Crash Course + The Best Techniques + Tips and Tricks + The Advanced Guide to Get Quickly Started and Make Immediate Cash with Options Trading,Samuel Rees,Five hard-hitting audiobooks conveniently packed in one powerful bundle! ,4.1,23.5,668.0,314,Analysis & Strategy,371.0
Sita: An Illustrated Retelling of the Ramayana,Devdutt Pattanaik,"Sita: An Illustrated Retelling of Ramayana is an epic story based on the life of India’s most admired prince - ‘Rama’ and his wife ‘Sita’. Ramayana is a mythological story, which has been passed down for many generations. Since ages, the character that is most emphasized has been that of Rama, who has always been known to keep his word whatever be the circumstances. The role of Sita has been generally overlooked in the past. Sita, too, is a pivotal character. Being a single mother, she went through many ups and downs all alone. Still, she has often been portrayed as a frail and meek character.",4.5,626.5,1131.0,1,Children's Comics & Graphic Novels,813.0
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,"Building a cohesive team is not complicated, declares Lencioni. Departing from the dry, theoretical writing of many management books, he presents his case in the context of a fictional organization, and in doing so succeeds at communicating his ideas. The scenarios are recognizable and can be applied anywhere teamwork is involved, whether it is a multinational company, a small department within a larger organization, or a sports team. At the end of the story, the main points are summarized, and clearly expressed suggestions and exercises are offered to help bring about change. Concise and easy to follow, this program is recommended for anyone who is a member of a team that needs improvement.",4.6,2543.0,754.0,850,Analysis & Strategy,222.0
India's Most Haunted: Tales of Terrifying Places,K. Hari Kumar,"There are places where the past lingers, making shapes in the moonlight and blowing in the curtains even as the air goes suddenly still. K. Hari Kumar, best-selling author of spine-chilling horror fiction, brings you the terrifying tales of some of India's most haunted places - including Bhangarh Fort, Malabar Hill's Tower of Silence and Jammu and Kashmir's notorious Khooni Nala. Whether you listen to them at night or in daylight, these stories will remain with you long after you've heard the last minute.",3.9,49.0,668.0,526,Horror (Books),506.0
"The Life-Changing Magic of Tidying: A Simple, Effective Way to Banish Clutter Forever",Marie Kondo,Transform your home into a permanently clear and clutter-free space with the incredible KonMari Method. Japan's expert declutterer and professional cleaner Marie Kondo will help you tidy your rooms once and for all with her inspirational step-by-step method. ,4.5,19166.5,615.0,313,Stress Management,279.0
An Economic History of the World since 1400,Donald J. Harreld,"Most of us have a limited understanding of the powerful role economics has played in shaping human civilization. This makes economic history - the study of how civilizations structured their environments to provide food, shelter, and material goods - a vital lens through which to think about how we arrived at our present, globalized moment. ",-1.0,267.25,1774.0,214,Economics Books,1465.0
Pachinko,Min Jin Lee,"Yeongdo, Korea - 1911. In a small fishing village on the banks of the East Sea, a club-footed, cleft-lipped man marries a 15-year-old girl. The couple have one child: their beloved daughter, Sunja. ",4.6,4751.5,949.0,552,Contemporary Fiction (Books),1094.0
The Seven Deaths of Evelyn Hardcastle,Stuart Turton,Winner of the Costa First Novel Award 2018,4.1,1424.0,721.0,672,Science Fiction (Books),1001.0
Ego Is the Enemy,Ryan Holiday,"""While the history books are filled with tales of obsessive visionary geniuses who remade the world in their images with sheer, almost irrational force, I've found that history is also made by individuals who fought their egos at every turn, who eschewed the spotlight, and who put their higher goals above their desire for recognition."" (From the prologue) ",4.5,1659.5,586.0,857,Analysis & Strategy,416.0
Ravindra Nath Tagore Ki Lokpriya Kahaniyan [Popular Stories of Ravindra Nath Tagore],Ravindra Nath,"This is a collection of stories written by the world famous writer Rabindranath Tagore. This collection includes stories such as Goongi, Prem ka Mulya and Nayi Roshini.",4.2,37.0,668.0,213,Short Stories (Books),325.0
Bigger Leaner Stronger: The Simple Science of Building the Ultimate Male Body,Michael Matthews,This book has helped thousands of men build their best bodies ever. Will you be next? ,4.6,5715.5,501.0,217,g & Wellness,962.0
Don Quixote,Miguel de Cervantes,"The most influential work of the entire Spanish literary canon and a founding work of modern Western literature, Don Quixote is also one of the greatest works ever written. Hugely entertaining but also moving at times, this episodic novel is built on the fantasy life of one Alonso Quixano, who lives with his niece and housekeeper in La Mancha. Quixano, obsessed by tales of knight errantry, renames himself ""Don Quixote"" and, with his faithful servant Sancho Panza, goes on a series of quests. Many of these adventures, including tilting at windmills, are established in European literary consciousness. ",4.1,1149.0,1338.0,354,Classic Fiction (Books),2165.0
Hedge Fund Market Wizards: How Winning Traders Win,Jack D. Schwager,"This audiobook provides fascinating insights into the hedge fund traders who consistently outperform the markets, in their own words. ",4.7,155.0,1003.0,1,Analysis & Strategy,970.0
Love Is Not Enough,Mark Manson,"Best-selling author Mark Manson brings his signature no-nonsense wisdom back to the subject he started his career covering: relationships. Being with your partner may feel like rainbows and unicorns, but that doesn't mean you have a healthy, functioning relationship. Sure, we all need love...but love is not enough. ",-1.0,267.25,1003.0,406,Family & Relationships,453.0
The Secret of the Druids,Christopher C. Doyle,55 B.C. and 54 B.C.Julius Caesar invades Britain twice...only to leave empty handed. ,4.1,405.0,668.0,1,Anthologies (Books),547.0
The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",4.2,1845.0,938.0,124,Economics Books,860.0
Truth Eternal,Ram Chandra of Fatehgarh,Truth Eternal - The Heartfulness Way Series  ,4.9,96.0,668.0,1,Spirituality (Books),305.0
Ulysses,James Joyce,"While Bloom's passionate wife, Molly, conducts yet another illicit liasion (with her concert manager), Bloom finds himself getting into arguments with drunken nationalists and wild carousing with excitable medical students, before rescuing Stephen Dedalus from a brawl and returning with him to his own basement kitchen.",3.9,877.5,1338.0,1,Classic Literature,1636.0
Telepsychics (Hindi Edition),Dr. Joseph Murphy,Joseph Murphy has created a true masterpiece. Telepsychics is a wonderful classic in this field that can change your life. This is a book for all spiritual paths.  ,4.2,119.0,668.0,270,Personal Development & Self-Help,497.0
My India,Jim Corbett,A famous hunter. A legendary storyteller. A simple man. ,4.7,65.0,668.0,695,Biographies & Autobiographies (Books),423.0
The Prince,Niccolo Machiavelli,"""The Prince"" is a political treatise by Machiavelli that is not considered to be representative of the work published during his lifetime, but is the most remembered. The theories in this book describe methods that an aspiring prince can use to acquire the throne, or an existing prince can use to maintain his reign. These theories include defense and military, perceived reputation, generosity, cruelty versus mercy, gaining honors, fortune and a number of other discourses.",4.3,2918.0,32.0,1,Textbooks & Study Guides,196.0
Best Moral Tales and Stories for Kids,div.,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",-1.0,267.25,414.0,636,Children's Traditional Stories (Books),156.0
Psychology of Human Behavior,David W. Martin,"Today's psychologist is apt to be very different from the image most people conjure up when asked to picture one - an image that almost always suggests Sigmund Freud or someone like him, complete with leather couch. ",-1.0,267.25,1405.0,13,Textbooks & Study Guides,1110.0
Remnants of a Separation: A History of the Partition Through Material Memory,Aanchal Malhotra,"""A well-researched and richly readable book."" (Ramachandra Guha)",4.6,74.0,1003.0,1,Textbooks & Study Guides,1010.0
The 7 Habits Foundational Principles,FranklinCovey,"The 7 Habits Foundational Principles by Stephen R. Covey is a program based off of his book, The 7 Habits of Highly Effective People. With this program, you will learn the basics of each principle and how to integrate them into your everyday life to solve personal and professional problems. Portions of this audiobook were recorded in front of a live audience. ",-1.0,267.25,233.0,-1,",          5 star,        ,          (0%),        ,          ,            0%,          ,",127.0
Mafia Queens of Mumbai,S. Hussain Zaidi,"From victims to victims to victors, this collection of stories contains intricate details of 13 women who went on to leave their permanent mark on the face of the Mumbai Mafiosi.",4.3,185.0,668.0,1,Women Biographies,412.0
"The Lost Hero: The Heroes of Olympus, Book 1",Rick Riordan,"Penguin presents this downloadable audiobook edition, of the number one, bestselling title in this new spin-off series from Percy Jackson creator, Rick Riordan. Old Enemies awaken as Camp Half-Blood's new arrivals prepare for war.",4.7,3286.0,1093.0,1,Children's Fantasy (Books),994.0
Charlie and the Chocolate Factory,Roald Dahl,Brought to you by Penguin.,4.6,3512.5,615.0,1,Children's Fantasy (Books),197.0
"The Heart of the Buddha's Teaching: Transforming Suffering into Peace, Joy, and Liberation",Thich Nhat Hanh,"In The Heart of the Buddha's Teaching, Thich Nhat Hanh introduces us to the core teachings of Buddhism and shows us that the Buddha's teachings are accessible and applicable to our daily lives. With poetry and clarity, Nhat Hanh imparts comforting wisdom about the nature of suffering and its role in creating compassion, love, and joy - all qualities of enlightenment. Covering such significant teachings as the Four Noble Truths, the Noble Eightfold Path, the Three Doors of Liberation, the Three Dharma Seals, and the Seven Factors of Awakening, The Heart of the Buddha's Teaching is a radiant beacon on Buddhist thought for the initiated and uninitiated alike.",4.7,1436.0,1005.0,999,Eastern Philosophy,562.0
The Ocean of Churn,Sanjeev Sanyal,"In this ambitious audiobook, best-selling author Sanjeev Sanyal chronicles the grand sweep of history from East Africa to Australia, conjuring the great cities of Angkor and Vijayanagar, medieval Arab empires, and Chinese ""treasure fleets"" in rich, vivid detail. He explores remote archaeological sites, maritime trading networks, and half-forgotten oral tales to challenge established historical narratives with fresh evidence. ",4.6,263.0,1005.0,386,History (Books),565.0
Accelerate: Building and Scaling High Performing Technology Organizations,Nicole Forsgren PhD,Accelerate your organization to win in the marketplace. ,4.5,450.0,501.0,1,Computer Science Books,298.0
"Kundalini Awakening: 5 in 1 Bundle: Expand Mind Power Through Chakra Meditation, Psychic Awareness, Enhance Psychic Abilities, Intuition, and Astral Travel",Jenifer Williams,"Kundalini Awakening is the number one audio guide that will teach you how to unlock your hidden powers and live a more meaningful life. Learn about kundalini, chakras, prana, and how to use them to realize your higher capabilities. If your goals are to enrich your spirituality and enhance your mind and psychic abilities - maybe even gain enlightenment - then this audiobook will guide you toward them.",4.1,17.0,836.0,456,Personal Development & Self-Help,1073.0
And Then There Were None (Dramatised),Agatha Christie,"A BBC Radio 4 full-cast dramatisation of a classic Agatha Christie mystery, starring Lyndsey Marshal, Geoffrey Whitehead, and John Rowe. ",4.1,23.0,615.0,1,Traditional Detective Mysteries,86.0
Diwan-e-Ghalib,Kuldip Salil,"Ghalib is the greatest Urdu poet and one of the greatest in any Indian language. He would rank perhaps among the great poets of the world. With Meer Ghalib, Iqbal and Faiz, to name only four, the firmament of Urdu poetry is truly star studded, with numerous starlets strewn around. Ghalib has not only a pride of place among them; his stature is growing with every passing decade. In fact it is well nigh impossible to do full justice to his poetry, particularly the ghazal in translation. The best that could be done was to translate the verses into independent rhymed couplets.",4.0,54.0,233.0,1,Poetry (Books),150.0
Scrum: The art of doing twice the work in half the time,Jeff Sutherland,"The definitive account of the Scrum methodology from its cocreator and the CEO of Scrum, Inc., Jeff Sutherland. ",4.6,1169.0,888.0,1,ess & Economics,403.0
Anything You Want: 40 Lessons for a New Kind of Entrepreneur,Derek Sivers,"When anyone can start a business (when everyone is running their career like a business), it begs a question. This is your one chance at life, you can have anything you want, what is worth doing? ",4.7,744.0,352.0,1,ess & Economics,90.0
University of Berkshire Hathaway: 30 Years of Lessons Learned from Warren Buffett & Charlie Munger at the Annual Shareholders Meeting,Daniel Pecaut,Will there ever be another investing book quite like this? It's unlikely. ,4.6,476.0,837.0,687,Biographies & Autobiographies (Books),741.0
"Mythology: Mega Collection: Classic Stories from the Greek, Celtic, Norse, Japanese, Hindu, Chinese, Mesopotamian and Egyptian Mythology",Scott Lewis,An Important Update: A Navigation Guide (PDF) including a detailed chapter-by-chapter breakdown is now available in your Audible Library after purchase.,4.45,16.5,1003.0,1,Textbooks & Study Guides,1897.0
My Story,Kamala Das,"My Story is an autobiographical book written by Indian author and poet Kamala Das (also known as Kamala Surayya or Madhavikutty). The book was originally published in Malayalam, titled Ente Katha. The book evoked violent reactions of admiration and criticism among readers and critics. It remains to date the best-selling woman's autobiography in India.",4.4,86.0,668.0,895,Biographies & Autobiographies (Books),551.0
"Erotica: 30 Hot Taboo Sex Stories: First Time, Family, Group, Man of the House, Bisexual, Rough Older Men, Milf, and Other Erotic Sex Stories",Megan J. Martines,"This is a collection of 30 short, taboo, erotic stories from first-time sex stories to group sex, lesbian sex, scintillating sex parties, family sex, threesomes, gangbangs, a--l and a lot more.... ",-1.0,267.25,668.0,1,Erotic Fiction,306.0
"The Great Mental Models, Volume 2: Physics, Chemistry, and Biology",Farnam Street,We tend to isolate the things we know in the domain we learned it. For example:,4.7,114.0,668.0,1,Commerce,543.0
"Wrecking Ball: Diary of a Wimpy Kid, Book 14",Jeff Kinney,Brought to you by Penguin.,4.7,9004.0,410.0,534,Audiobooks on Family Life for Children,128.0
Mann ke Chamtkar [Miracles of Your Mind],Dr. Joseph Murphy,"इस पुस्तक में सेल्फ-हेल्प के सिद्धहस्त गुरु जोसफ़ मर्फी अपने इस विचार को विस्तार से बताते हैं कि हमारे अवचेतन के भीतर ऐसी शक्तियाँ सोई पड़ी हैं, जो हमारे जीवन को बेहतर बना सकती हैं I वे स्पष्ट करते हैं कि हमारे मन की, ख़ास तौर पर अवचेतन मन की, इस शक्ति का दोहन कैसे किया जाए I वे बताते हैं की हम अपने विचारों और कार्यों की प्रोग्रामिंग के लिए अवचेतन मन को सकारात्मक दिशा कैसे दिखा सकते हैं, ताकि यह हमें सफलता की ओर ले जाए I ",4.1,114.0,233.0,1,Personal Development & Self-Help,122.0
Discover Your Destiny (Hindi): With the Monk who sold his Ferrari,Robin Sharma,"Like the four other best-selling books that fueled the worldwide Monk Who Sold His Ferrari phenomenon, Discover Your Destiny is written as a rich and rewarding fable. Listeners are introduced to Dar Sanderson, a 43-year-old human resources manager who has a good job, a nice home, and a steady income. ",4.2,28.0,668.0,1,Personal Development & Self-Help,599.0
The Prodigal Daughter,Jeffrey Archer,"From the world's biggest selling author, comes this thrilling story. The magnificent saga of Kane and Abel continues. Hers was the ultimate ambition...",-1.0,267.25,323.0,-1,",          5 star,        ,          (0%),        ,          ,            0%,          ,",875.0
The Perfect Swing,James McGirk,"Hear singer, songwriter, and actor Nick Jonas lend his voice to the history of one of his favorite subjects: baseball. ",-1.0,267.25,0.0,60,Sleep Disorders,37.0
The Silmarillion,J. R. R. Tolkien,"A thoroughly enchanting tale that sets the trajectory for the cosmos of J.R.R. Tolkien's magnificent fantasy series Lord of the Rings and The Hobbit. Like the dark matter at the centre of every origin story, this is a must-listen for fans who want to delve deeper into this mythical world. ",4.6,3588.0,11425.0,807,Classic Fiction (Books),889.0
"The Burning Maze: The Trials of Apollo, Book 3",Rick Riordan,"Penguin presents the audiobook edition of The Burning Maze by Rick Riordan, read by Robbie Daymond. ",4.7,2062.5,888.0,1,Children's Action & Adventure,788.0
The Lost River,Michel Danino,"The Indian subcontinent was the scene of dramatic upheavals a few thousand years ago. The Northwest region entered an arid phase, and erosion coupled with tectonic events played havoc with river courses. One of them disappeared. Celebrated as Sarasvati in the Rig Veda and the Mahabharata, this river was rediscovered in the early 19th century through topographic explorations by British officials. Recently, geological and climatological studies have probed its evolution and disappearance, while satellite imagery has traced the river's buried courses and isotope analyses have dated ancient waters still stored under the Thar Desert. ",4.7,220.5,879.0,812,Textbooks & Study Guides,608.0
Heartburn,Nora Ephron,"Audie Award Finalist, Solo Narration - Female, 2014",4.1,638.0,879.0,1,Family Life Fiction,330.0
Belt and Road: A Chinese World Order,Bruno Macaes,"China's Belt and Road strategy is acknowledged to be the most ambitious geopolitical initiative of the age. Covering almost 70 countries by land and sea, it will affect every element of global society from shipping to agriculture, digital economy to tourism, and politics to culture. Most importantly, it symbolizes a new phase in China's ambitions as a superpower: to remake the world economy and crown Beijing as the new center of capitalism and globalization.",4.3,48.5,879.0,2,International Economics,434.0
Bindas Jeevan Kaise Jiyen [How to Live a Cool Life]: Har Lailaj Bimari Ka Ilaj Aapke Antarman Main Hai [The Treatment of Every Incurable Disease Is in Your Heart],Sirshree,हर लाइलाज बीमारी का इलाज आपके अंतर्मन में है  ,-1.0,267.25,175.0,637,Personal Development & Self-Help,106.0
Those Pricey Thakur Girls,Anuja Chauhan,The new novel from the bestselling author of The Zoya Factor and Battle for Bittora. ,4.1,192.0,1003.0,1,"Crime, Thriller & Mystery (Books)",923.0
Sell or Be Sold: How to Get Your Way in Business and in Life,Grant Cardone,No description available,4.7,903.5,836.0,629,Textbooks & Study Guides,700.0
Wonder,R J Palacio,"Soon to be a major film starring Julia Roberts, Owen Wilson and Jacob Tremblay. ",4.7,17001.5,888.0,3,Children's Literature & Fiction (Books),485.0
The Color Purple,Alice Walker,"Winner of the Pulitzer Prize and the National Book Award, this novel about a resilient and courageous woman has become a Broadway show and a cultural phenomenon.",4.6,2320.5,668.0,1,Literary Fiction,478.0
The IndiGo Story: Inside the Upstart that Redefined Indian Aviation,Shelley Vishwajeet,"The IndiGo Story is a fascinating analysis of the manner in which an unknown entity entered the perilous Indian sky and became its undisputed leader both in terms of market share and profitability. Lucidly written and sharply argued, this book highlights the company’s formative years as a fearless start-up and its evolution into one of India’s most game-changing, profitable brands. ",4.1,50.5,668.0,1,Analysis & Strategy,371.0
Sahaj Yog,OSHO,"Siddhon ka ek mahaan sandesh, 'Jaago', Osho ki vaani dwara in pravachanon mein aur bhi adhik mukharit hua hai. Osho kehte hain: 'Jaago, man jaagran ki bela! Aur jaagran ki bela hamesha hai. Aisa koi khsan nahi jab tum jaag na sako. Aisa koi pal nahi jab tum palak na khol sako. Aankh band kiye ho yah tumhaara nirnay hai. Aankh kholna chaho to isi khsan kraanti ghat sakti hai. ",4.5,2.0,670.0,371,Personal Development & Self-Help,2230.0
The Real Book of Real Estate: Real Experts. Real Stories. Real Life.,Robert T. Kiyosaki,"In a world where too many financial advisors do not follow their own advice, here is a book written by experts who practice what they teach and who will teach you to thrive, not merely survive, during turbulent economic times. This is the real deal...The Real Book of Real Estate. ",4.5,223.5,586.0,1,ess Careers,1073.0
An Unsuitable Boy,Karan Johar,"Karan Johar is synonymous with success, panache, quick wit, and outspokenness, which sometimes inadvertently creates controversy and makes headlines. KJo, as he is popularly called, has been a much-loved Bollywood film director, producer, actor, and discoverer of new talent. With his flagship Dharma Production, he has constantly challenged the norms, written and rewritten rules, and set trends.",3.9,868.0,1256.0,977,ema & Broadcast (Books),519.0
Khullam Khulla: Rishi Kapoor Uncensored,Rishi Kapoor,"Few actors in Hindi cinema have had Rishi Kapoor's sort of a career arc: from the gawky adolescent pining for his schoolteacher (Mera Naam Joker, 1970) to the naughty 90-year-old (Kapoor & Sons, 2016), Rishi Kapoor has regaled audiences for close to 50 years. He won a National Award for his debut, became an overnight sensation with his first film as a leading man (Bobby, 1973), and carved a niche for himself with a string of romantic musical blockbusters in an era known for its angst-ridden films. He was the youth icon that is still the toast of the satellite TV circuit. The songs he lip-synced are the bread and butter of all radio stations even today. Then there was the second coming after a brief hiatus in the 1990s - as one of the finest actors in mainstream Hindi cinema with powerhouse performances in films like Do Dooni Chaar, D-Day, Agneepath and others. ",4.0,435.5,669.0,389,Biographies & Autobiographies (Books),474.0
Share Market Guide (Hindi Edition),Sudha Shrimali,"There are several books on the topic of the stock market, however this audiobook is unique in that the author has tried to explain the complex aspects of the financial sector in a clear and simplified manner. All aspects of the share market, including the commodity market and mutual funds, are explained in very simple terms.",3.6,200.0,836.0,353,Textbooks & Study Guides,638.0
Self Leadership and the One Minute Manager: Gain the Mindset and Skillset for Getting What You Need to Succeed,Ken Blanchard,"Twenty years after creating the phenomenal best-selling classic The One Minute Manager, Ken Blanchard returns to its roots with the most powerful and essential title in the series as he explores the skills needed to empower yourself to success. ",4.7,83.5,4700.0,681,Personal Success,159.0
